longitude|latitude|start_date|end_date|source|horizon_lower|horizon_upper|aluminium_extractable|boron_extractable|calcium_extractable|carbon_organic|carbon_total|copper_extractable|electrical_conductivity|iron_extractable|magnesium_extractable|manganese_extractable|nitrogen_total|ph|phosphorus_extractable|potassium_extractable|sodium_extractable|sulphur_extractable|zinc_extractable
35.41713|-8.55331|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1566.279||1194.863|44.87|51.74|1.216||66.514|155.457|58.513|3.2|5.17||175.524|||
35.16056|-8.55269|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1178.155||246.004|10.48|9.49|2.012||55.964|80.28|49.911|0.66|5.483||142.716|||
35.41337|-8.55256|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1861.576||2382.075|64.4|66.06|0.852||88.745|165.827|6.508|5.26|4.6||172.012|||
35.3915|-8.55249|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1258.105||915.048|26.76|26.08|1.418||80.933|138.257|62.218|1.81|5.562||108.705|||
35.64343|-8.55225|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1168.712||714.585|21.54|18.86|0.967||76.509|119.079|53.119|1.39|5.546||156.766|||
35.44704|-8.551|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1537.716||573.109|32.56|31.96|1.19||89.494|146.146|33.095|2.16|5.174||128.415|||
35.39406|-8.55005|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1373.75||633.524|34.38|33.41|1.235||83.094|114.785|52.453|2.21|5.114||87.426|||
35.41146|-8.54985|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1240.926||627.213|18.38|16.61|1.189||82.859|138.659|97.747|1.23|5.866||121.704|||
35.56411|-8.54966|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1085.02||1077.905|22.51|22.24|1.697||103.148|145.908|111.49|1.44|6.269||187.379|||
35.44513|-8.54923|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1588.052||1203.371|42.45|47.05|1.705||70.682|249.149|69.968|2.84|5.427||334.517|||
35.44361|-8.54922|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1618.772||625.22|37.44|38.57|1.285||88.336|147.325|12.339|2.75|5.115||98.057|||
35.39607|-8.54921|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1274.274||636.341|19.89|20.42|2.224||119.331|114.691|60.754|1.33|5.505||205.737|||
35.4162|-8.54904|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1302.631||875.475|31.71|30.35|0.971||83.112|118.051|71.8|2.06|5.801||118.119|||
35.43553|-8.54903|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1241.173||938.122|30.51|28.51|1.404||80.632|195.271|74.325|2.01|5.709||180.741|||
35.45059|-8.54743|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1478.289||1169.49|28.19|29.28|1.331||117.241|152.386|82.143|2.22|5.554||88.45|||
35.64021|-8.5474|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1111.394||637.834|18.76|14.52|2.121||114.956|128.325|86.36|1.11|5.867||198.609|||
35.45872|-8.54562|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1012.847||1219.83|25.35|22.95|2.22||96.217|219.018|128.615|1.67|6.456||167.819|||
35.38111|-8.54241|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1477.068||1841.148|52.6|61.17|1.838||113.543|342.169|42.044|3.8|5.316||188.136|||
35.46606|-8.53432|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1240.291||841.938|31.37|28.56|1.381||77.271|142.218|67.781|2.01|5.538||93.345|||
35.18069|-8.53323|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1449.009||224.349|16.5|15.9|0.747||60.465|71.596|80.893|1.06|5.3||111.803|||
35.33918|-8.53213|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1174.84||2030.606|41.98|38.26|2.286||95.403|288.038|141.222|3.01|5.914||256.658|||
35.33555|-8.53127|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1143.001||1043.232|23.11|21.36|1.923||90.986|144.552|100.209|1.37|5.907||200.185|||
34.86382|-8.53125|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|717.282||626.624|6.78|5.74|1.145||102.186|160.216|164.229|0.48|6.151||172.982|||
35.01893|-8.53115|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|765.042||462.205|7.12|6.51|0.93||80.552|147.45|118.801|0.53|5.763||207.065|||
34.80227|-8.53094|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|722.285||643.449|9.74|10.93|2.106||98.534|167.572|182.924|0.97|5.804||94.049|||
35.46447|-8.53067|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1442.897||1219.281|34.51|35.04|2.052||99.261|257.838|55.867|2.39|5.645||277.275|||
34.86683|-8.53061|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|701.549||499.878|3.15|2.65|0.63||78.311|161.155|66.294|0.25|5.82||135.33|||
35.10979|-8.53049|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1147.156||653.511|15.05|13.4|3.271||75.899|174.69|117.759|1.02|5.668||203.919|||
35.04328|-8.53004|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1039.127||443.17|11.26|10.09|2.779||70.707|111.068|109.282|0.81|5.813||245.884|||
35.29356|-8.52997|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1051.292||653.786|15.17|11.31|1.64||71.739|210.686|93.371|0.96|5.861||191.474|||
35.02325|-8.52986|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|795.774||673.942|9.01|7.27|1.489||89.473|151.625|131.308|0.78|5.965||175.174|||
35.13434|-8.5298|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1104.04||523.565|11.62|11.69|1.015||59.034|97.421|82.794|0.87|5.687||164.061|||
34.81407|-8.52933|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|448.752||300.452|4.82|5.52|0.484||93.048|97.398|25.849|0.24|6.017||76.451|||
34.80034|-8.5292|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|863.21||365.934|8.01|7.32|1.374||82.102|139.277|120.918|0.55|5.817||137.142|||
35.2917|-8.5291|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1080.625||753.916|13.07|11.82|1.39||75.095|81.22|87.298|0.95|5.602||95.35|||
35.18688|-8.52903|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1021.984||656.381|19.69|17.34|2.922||87.572|183.841|128.052|1.29|5.856||240.127|||
35.01971|-8.52895|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|802.913||291.561|6.48|6.55|0.865||99.097|138.255|128.031|0.59|5.724||159.473|||
35.12793|-8.52882|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|972.799||612.313|12.63|10.15|2.354||58.166|116.291|89.675|0.75|6.127||155.882|||
35.33547|-8.52857|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1393.157||1457.525|41.85|45.28|1.161||88.856|124.326|46.186|2.92|5.454||109.212|||
34.81581|-8.52836|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|499.238||361.824|7.15|6.71|1.398||58.125|108.428|142.478|0.36|6.171||97.607|||
35.29721|-8.52826|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1127.791||599.781|13.73|11.65|1.717||67.437|146.464|74.251|0.93|5.635||150.652|||
35.04233|-8.52821|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|972.492||412.958|10.83|11.04|1.714||76.839|157.034|104.13|0.96|5.413||276.082|||
35.13248|-8.528|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1064.129||811.441|18.42|14.87|1.996||67.249|140.542|112.206|1.2|5.968||180.07|||
35.13432|-8.52794|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1143.432||666.548|19.75|15.37|1.768||52.627|144.917|85.434|1.27|5.668||123.353|||
35.0257|-8.52752|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|896.029||307.376|6.55|6.88|1.011||121.019|117.534|87.406|0.56|5.438||129.583|||
34.94411|-8.52748|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|772.292||229.044|5.08|4.01|0.579||90.297|139.147|63.043|0.32|5.786||105.093|||
35.18526|-8.52745|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1092.825||728.543|18.71|18.83|1.79||63.745|158.041|95.852|1.3|5.797||152.676|||
35.40915|-8.52737|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|926.435||1519.229|22.07|27.2|1.823||96.947|219.023|139.018|1.71|6.271||284.658|||
34.94777|-8.5271|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|775.085||539.726|8.22|8.28|1.413||93.535|138.67|174.829|0.68|6.019||270.424|||
35.02514|-8.52709|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|822.324||605.495|8.59|7.48|0.956||87.224|150.841|147.461|0.67|5.876||216.867|||
35.12605|-8.52695|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1004.288||559.532|9.81|8.2|2.209||58.043|91.639|82.994|0.61|5.757||92.944|||
35.1089|-8.52684|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|959.5||701.0|12.02|9.21|1.52||66.188|102.57|97.277|0.87|6.232||99.435|||
35.33732|-8.52659|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1217.367||1598.296|34.79|33.09|1.954||104.902|248.254|94.384|2.75|6.137||346.285|||
34.94685|-8.52659|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|769.448||244.917|7.07|8.09|0.938||97.001|132.07|196.418|0.58|5.405||190.68|||
35.18608|-8.52562|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1122.125||277.963|13.93|13.46|2.526||58.602|131.755|98.704|0.95|5.716||173.212|||
34.80482|-8.52551|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1283.518||505.346|9.1|8.85|3.604||93.212|190.77|93.292|0.7|5.675||199.034|||
35.04136|-8.52549|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|750.769||260.257|5.5|6.11|0.623||141.101|122.081|39.922|0.37|5.473||91.466|||
34.86855|-8.52517|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|703.298||783.921|4.62|4.55|0.56||66.404|154.301|103.197|0.32|6.2||189.387|||
35.46673|-8.52517|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|997.747||721.087|10.01|8.55|3.192||111.61|145.724|137.188|0.6|6.012||156.972|||
34.86302|-8.52509|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|799.798||482.544|7.13|9.79|0.945||115.622|133.411|128.28|0.57|5.754||194.116|||
35.46748|-8.52497|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1330.03||1420.613|38.83|37.81|2.173||110.798|226.458|101.422|2.42|5.78||364.433|||
34.87978|-8.52435|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|970.423||579.827|13.5|14.44|0.95||153.958|218.517|71.257|1.0|5.39||143.013|||
34.88072|-8.52431|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|840.717||538.585|7.97|6.74|0.916||86.348|161.997|97.84|0.54|6.096||240.96|||
34.95224|-8.52397|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|917.363||964.727|6.64|6.24|0.722||85.424|211.755|124.451|0.49|6.501||203.272|||
34.81303|-8.52387|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|373.223||246.125|5.17|5.13|0.146||46.442|78.817|76.489|0.19|6.25||50.879|||
34.86902|-8.52381|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|687.384||811.601|7.65|6.48|1.061||91.138|135.772|168.835|0.53|6.356||199.259|||
35.31077|-8.52377|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1237.806||202.576|13.84|10.89|2.008||111.5|72.522|54.689|0.7|5.144||85.136|||
35.01566|-8.52332|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|626.383||229.654|6.32|4.97|0.591||91.088|104.79|159.539|0.37|6.072||207.434|||
35.06789|-8.5232|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|784.155||1833.813|17.58|20.29|3.328||100.296|397.581|255.466|1.57|6.694||469.73|||
34.86413|-8.52311|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|947.065||482.565|6.41|6.26|1.169||97.192|205.276|76.414|0.54|5.781||242.858|||
35.31527|-8.52296|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1021.148||478.172|11.26|10.57|2.231||72.631|184.06|96.045|0.74|5.727||146.441|||
35.3162|-8.52288|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1373.253||321.307|19.85|16.92|0.611||68.288|133.555|24.013|1.16|5.152||88.438|||
34.91574|-8.5228|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|363.787||9089.739|11.49|22.4|2.708||62.326|765.851|245.109|0.74|8.363||621.281|||
35.01561|-8.52243|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|792.588||430.831|8.49|6.44|0.865||106.178|166.379|201.307|0.63|5.72||205.528|||
35.06933|-8.52211|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|974.134||526.637|6.19|5.88|0.726||93.233|138.086|93.841|0.48|5.896||135.197|||
35.3026|-8.52198|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1028.718||640.566|14.15|9.89|1.476||64.533|110.799|104.055|0.72|5.611||153.565|||
35.01861|-8.52174|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|721.62||501.282|7.61|7.14|0.917||101.77|158.699|158.994|0.62|5.928||301.975|||
35.10693|-8.52162|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1422.832||235.588|11.57|11.43|1.502||50.402|87.844|53.101|0.55|5.476||72.205|||
35.09913|-8.52102|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1167.925||134.591|8.04|8.71|1.323||55.324|80.65|36.399|0.45|5.621||74.258|||
34.75568|-8.5207|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|963.174||636.727|9.0|7.54|1.47||81.847|147.755|92.511|0.77|5.903||211.005|||
35.10597|-8.52063|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1191.724||219.535|12.77|12.02|1.65||55.171|93.526|46.426|0.96|5.692||192.765|||
35.1204|-8.52062|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1018.961||460.538|14.43|13.07|1.576||61.274|99.385|90.439|0.97|6.076||163.386|||
35.10588|-8.52055|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1294.581||100.511|12.18|12.53|1.149||61.719|79.162|29.484|0.86|5.422||133.533|||
35.08958|-8.52045|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1017.479||686.473|15.06|9.81|2.814||66.04|155.446|96.83|0.99|6.002||280.674|||
35.46603|-8.52026|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1284.695||600.065|27.44|27.3|2.517||172.647|285.814|115.523|2.12|5.463||288.063|||
34.92115|-8.52013|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|731.362||801.66|5.41|4.7|0.676||83.806|162.937|94.82|0.36|6.052||174.394|||
34.91755|-8.52009|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|700.476||658.564|6.97|7.28|0.989||97.209|205.155|125.087|0.54|6.454||183.113|||
34.91398|-8.52009|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|902.424||968.802|8.4|7.94|2.693||82.613|388.265|162.148|0.66|6.463||282.561|||
34.76644|-8.51978|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|665.331||250.984|7.68|8.87|1.289||98.353|125.155|134.345|0.59|5.813||154.366|||
35.33338|-8.51946|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1079.541||879.596|26.14|27.41|0.742||79.484|79.793|86.609|1.5|5.96||132.32|||
35.31158|-8.51938|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1064.839||683.638|15.33|12.0|1.416||82.518|125.167|87.005|0.93|5.739||139.002|||
35.29878|-8.51925|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1247.652||185.048|14.4|14.48|1.715||62.327|114.126|96.707|0.85|5.578||102.356|||
35.46443|-8.51866|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1175.261||1047.285|25.94|26.48|0.819||78.545|118.261|94.337|1.66|5.902||111.029|||
35.02329|-8.51844|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|853.576||461.44|6.27|5.2|0.832||91.284|132.349|128.995|0.42|5.815||174.886|||
34.76662|-8.51827|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|956.502||416.545|3.94|4.18|0.435||70.271|119.916|113.967|0.34|5.585||154.976|||
34.76762|-8.51793|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|906.62||753.958|6.44|7.15|2.157||113.734|425.499|122.407|0.73|5.985||157.985|||
35.33147|-8.51764|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1221.682||1348.641|34.31|31.16|1.628||70.999|219.315|80.848|2.52|6.028||161.759|||
35.12489|-8.51762|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|584.111||354.819|6.98|6.65|2.794||58.458|107.128|113.791|0.41|6.459||76.141|||
35.3152|-8.51753|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1162.769||68.779|9.75|10.62|1.354||64.536|40.742|30.551|0.48|5.319||70.285|||
35.10582|-8.51694|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1054.53||609.639|11.23|11.69|1.468||62.363|146.041|81.242|0.9|5.677||122.837|||
35.01718|-8.51684|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|624.684||260.037|5.97|6.69|0.288||71.202|118.055|139.601|0.51|5.929||139.725|||
35.09398|-8.51682|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1203.852||349.479|17.46|16.0|1.522||58.224|127.878|101.141|1.19|5.773||86.561|||
35.06666|-8.51665|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1045.055||809.302|26.67|26.39|0.975||72.554|229.756|103.794|1.72|5.526||150.559|||
